Cancer Type,Source,Pool,Priority,NCT/TrialID,Title,Cancer in Title?,Study Type,Flagged Keyword(s),Phase,Status,Year,Sponsor,Enrollment,Randomized,Outcome text (for cognition check),INCLUDE? (Y/N),Measures cognition? (Y/N),Notes
Breast,ClinicalTrials.gov,negative,Easy - both flags green,NCT06193707,Intelligent Remote Intervention for High-risk Breast Cancer Populations,Yes,Interventional (confirmed via ClinicalTrials.gov API filter),,NA,NOT_YET_RECRUITING,2024,OTHER,1250,Yes,"BI-RADS grade changes in breast nodules During the follow up period, check the BI-RADS grade changes in both the experimental and the control group, to see the difference.

BI-RADS stands for American Breast Imaging Reporting and Data System. It's a standardized system used by radiologists to categorize findings on mammograms. The BI-RADS system ranges from 0 to 6, with each category indicating a ",Yes,No,
Breast,ClinicalTrials.gov,negative,Easy - both flags green,NCT06046664,Oncotype DX DCIS: Impact on Radiotherapy Decision Making,Yes,Interventional (confirmed via ClinicalTrials.gov API filter),,NA,UNKNOWN,2020,OTHER,78,No,Change in radiotherapy recommendation by clinician Percentage of clinical oncology recommendations regarding radiotherapy that change pre- and post- Oncotype DX DCIS. | Determine whether the Oncotype DX DCIS score results in a change in patient decision for adjuvant radiotherapy. Percentage of patients who change their decision regarding radiotherapy pre- and post- Oncotype DX DCIS. | Determine wh,Yes,No,
Breast,ClinicalTrials.gov,negative,Easy - both flags green,NCT01379092,An Evaluation of a Self-contained Direct Digital Radiography System for Breast Specimen Imaging,Yes,Interventional (confirmed via ClinicalTrials.gov API filter),,NA,UNKNOWN,2011,INDIV,100,No,"Breast biopsy specimen will be imaged on standard of care device and on the Trident Specimen Radiography device to compare quality of images. Images will be taken at time of biopsy with no additional follow-up time for patient. | Device Operation Device will be evaluated for length of time to carry out procedure, ease of use in patient data entry, procedure selection, taking the exposure, usabilit",Yes,No,
Breast,ClinicalTrials.gov,negative,Easy - both flags green,NCT05417451,Multi-Omics Study of the Effect and Mechanisms of Acupuncture on Psychoneurological Symptoms Among Breast Cancer Survivors,Yes,Interventional (confirmed via ClinicalTrials.gov API filter),,PHASE2,COMPLETED,2021,OTHER,46,Yes,PROMIS Pain Interference Scores range from 4-20; higher scores indicate that pain is interfering with daily activities more | PROMIS Fatigue Scores range from 4-20; higher scores indicate that severe fatigue | PROMIS Sleep Disturbance Scores range from 4-20; higher scores indicate that severe sleep disturbance | PROMIS Depression Scores range from 4-20; higher scores indicate that severe depressio,Yes,No,
Breast,ClinicalTrials.gov,negative,Easy - both flags green,NCT00079157,Vaccine Plus Montanide ISA-51 and Sargramostim in Treating Patients With Stage IV Breast Cancer,Yes,Interventional (confirmed via ClinicalTrials.gov API filter),,PHASE1,COMPLETED,2004,OTHER,28,No,,Yes,No,
Breast,ClinicalTrials.gov,negative,Easy - both flags green,NCT01609920,Nodal Staging in Breast Cancer With MRL,Yes,Interventional (confirmed via ClinicalTrials.gov API filter),,NA,TERMINATED,2012,OTHER,97,No,"The diagnostic performance (sensitivity, specificity, negative predictive value (NPV) and positive predictive value (PPV)) of axillary MRL in predicting the involvement of metastases The main study parameter will be the diagnostic performace (sensitivity, specificity, NPV and PPV) of the axillary MRL in predicting the involvement of metastases in the investigated lymph nodes. Each node will be sco",Yes,No,
Breast,ClinicalTrials.gov,negative,Easy - both flags green,NCT03373032,Skin Sensitivity Acupuncture and Kinesiotherapy on Breast Cancer Patients Subject to Chemotherapy With Taxans,Yes,Interventional (confirmed via ClinicalTrials.gov API filter),,NA,COMPLETED,2017,OTHER,79,Yes,"Measure sensitivity changes It will be evaluated with an estiometer for sensitivity changes (green, blue, violet, red, orange, pink) the lighter color green represents a better sensitivity and as this color becomes darker it represents a worsening of sensitivity reaching the pink color.

Visual Scale 0-10 0 no pain and 10 unbearable pain | Tongue inspection Changes Tongue assessments will be recor",Yes,No,
Breast,ClinicalTrials.gov,negative,Easy - both flags green,NCT00452140,Phase II Study With the Trifunctional Antibody Ertumaxomab to Treat Metastatic Breast Cancer Progressing After Endocrine Treatment,Yes,Interventional (confirmed via ClinicalTrials.gov API filter),,PHASE2,TERMINATED,2007,INDUSTRY,40,Yes,Clinical efficacy measured by objective response rate (best response during the course of the study)  | Efficacy:  | Clinical benefit rate  | Duration of response  | Time to progression (TTP)  | Safety:  | Incidence of adverse events (AEs)  | Presence of human anti-murine antibodies after ertumaxomab infusion  | Vital signs  | Laboratory parameters ,Yes,No,
Breast,ClinicalTrials.gov,negative,Easy - both flags green,NCT04355858,Molecularly Targeted Umbrella Study in Luminal Advanced Breast Cancer,Yes,Interventional (confirmed via ClinicalTrials.gov API filter),,PHASE2,UNKNOWN,2020,OTHER,319,Yes,ORR The proportion of participants whose best outcome is complete remission or partial remission (according to RECIST1.1) | CBR the percentage of subjects with CR+PR+SD and last more than 24 weeks in all of the evaluable subjects | PFS time to progressive disease (according to RECIST1.1) | OS time to death due to any cause,Yes,No,
Breast,ClinicalTrials.gov,negative,Easy - both flags green,NCT02001506,Neoadjuvant Chemotherapy of 6 Cycles vs 8 Cycles in Node Positve Breast Cancer,Yes,Interventional (confirmed via ClinicalTrials.gov API filter),,PHASE3,COMPLETED,2012,OTHER,250,Yes,"pathologic complete response (pCR) between two arms  | 3 year-disease free survival between two arms 1. Correlation of pCR and Ki-67 expression at baseline and D14 tumor specimen
2. 3 year-disease free survival
3. Correlation of pCR and biomarkers such as Ki-67 expression",Yes,No,
Breast,ClinicalTrials.gov,negative,Easy - both flags green,NCT04385433,A Comparative Study of Pravastatin vs Placebo as Primary Prevention of Severe Subcutaneous Breast Fibrosis in Hyper-radiosensitive Identified Patients With Breast Cancer,Yes,Interventional (confirmed via ClinicalTrials.gov API filter),,PHASE3,TERMINATED,2020,OTHER,15,Yes,Impact of Pravastatin on the occurrence of grade ≥2 breast fibrosis in a selected breast cancer patient population considered at high risk of severe breast fibrosis occurrence 2-year breast fibrosis-free survival (BF-FS) rate | Impact of this personalized radiotherapy on Acute toxicities Incidence of acute effects assessed and graded according to the NCI-CTCAE v5.0 scale; the most severe grade obs,Yes,No,
Breast,ClinicalTrials.gov,negative,Easy - both flags green,NCT03702556,Functional MRI Study Reconstructed Breasts,Yes,Interventional (confirmed via ClinicalTrials.gov API filter),,NA,COMPLETED,2020,OTHER,30,Yes,The neuroplasticity of the brain after breast reconstruction Changes in the blood oxygen level dependent (BOLD) contrast as a function of vibrotactile stimulation of the breast and nipple-areola complex will be measured. Changes will be analysed using multi-voxel pattern analysis to localize the different parts of the breast in the somatosensory cortex. | Differences in the somatotopy between pati,Yes,No,
Breast,ClinicalTrials.gov,negative,Easy - both flags green,NCT06728579,Enhanced Pain Coping in Cancer (EPIC): A Study of Managing Treatment-Related Joint Pain in Breast Cancer Survivors,Yes,Interventional (confirmed via ClinicalTrials.gov API filter),,PHASE2,RECRUITING,2024,OTHER,200,Yes,"Pain Interference Pain interference will be assessed using the 7-item Pain Interference subscale from the Brief Pain Inventory Short Form (BPI-SF). Each item is rated on a scale from 0 (""does not interfere"") to 10 (""completely interferes""), with higher scores indicating worse interference. The BPI is a widely used, reliable, valid, and responsive tool for measuring pain (Cronbach's α 0.77-0.91). T",Yes,No,
Breast,ClinicalTrials.gov,negative,Easy - both flags green,NCT02301988,A Study of Ipatasertib (GDC-0068) in Combination With Paclitaxel as Neoadjuvant Treatment for Participants With Early Stage Triple Negative Breast Cancer,Yes,Interventional (confirmed via ClinicalTrials.gov API filter),,PHASE2,COMPLETED,2015,INDUSTRY,151,Yes,Percentage of Participants With Pathological Complete Response (pCR) in Breast and Axilla as Defined by ypT0/Tis ypN0 in the American Joint Committee on Cancer Staging System (in All Participants) pCR was defined by ypT0/Tis ypN0 in the American Joint Committee on Cancer (AJCC) Staging System with the following determination for breast and axilla by local pathology laboratory evaluation: T0: no ev,Yes,No,
Breast,ClinicalTrials.gov,negative,Easy - both flags green,NCT01010854,Valproic Acid in Combination With FEC100 for Primary Therapy in Patients With Breast Cancer,Yes,Interventional (confirmed via ClinicalTrials.gov API filter),,PHASE2,TERMINATED,2008,OTHER,6,No,Pathologic Response at Definitive Surgery  | Clinical Response Based on Tumor Measurement ,Yes,No,
Breast,ClinicalTrials.gov,negative,Easy - both flags green,NCT06903468,Novel Cavity Marking Technique in Breast Cancer Patients Undergoing Breast Conservation Surgery With Oncoplastic Reconstruction for the Delivery of Adjuvant Radiotherapy and Accuracy of Recommended Re-excisions,Yes,Interventional (confirmed via ClinicalTrials.gov API filter),,NA,RECRUITING,2025,OTHER,50,No,"Confidence rating in cavity identification Determine the percentage of patients that receive each of three possible confidence ratings (""Confident"", ""Informative"", and ""Ambiguous"") from radiation oncologists for their confidence in being able to identify the surgical cavity on imaging. | Percent of patients needing re-excision Determine the percentage of patients needing re-excision | Local diseas",Yes,No,
Breast,ClinicalTrials.gov,negative,Easy - both flags green,NCT00849329,A Study to Examine the Effects of Esomeprazole on the Pharmacokinetics of Orally Administered Lapatinib in Subjects With Metastatic ErbB2 Positive Breast Cancer,Yes,Interventional (confirmed via ClinicalTrials.gov API filter),,PHASE1,COMPLETED,2009,INDUSTRY,12,Yes,"The area under the concentration versus time curve, minimum observed concentration, maximum observed concentration, time at which it occurs, and lag time in the appearance of measurable plasma concentrations of lapatinb  | Safety and tolerability assessments including evaluation of adverse events and changes in laboratory values, and vital signs. ",Yes,No,
Breast,ClinicalTrials.gov,negative,Easy - both flags green,NCT03329378,Neoadjuvant Dose-Dense For Early Her2Neu Positive Breast Cancer,Yes,Interventional (confirmed via ClinicalTrials.gov API filter),,PHASE2,TERMINATED,2019,OTHER,7,Yes,Number of Participants With Pathologic Complete Response (pCR) Pathologic complete response (pCR) defined as the absence of any residual invasive cancer on hematoxylin and eosin evaluation of the resected breast specimen and all sampled ipsilateral lymph nodes following completion of neoadjuvant systemic therapy. | Number of Cardiac Toxicity Events Determination of cardiac toxicity as measured by ,Yes,No,
Breast,ClinicalTrials.gov,negative,Easy - both flags green,NCT05676255,The Breast Cancer Survivors and Partners Online Research Together (SUPORT) Project,Yes,Interventional (confirmed via ClinicalTrials.gov API filter),,PHASE2,RECRUITING,2023,OTHER,452,Yes,Change in depression features The difference in the change in depression features between the intervention arms from before to 8 weeks after start of the interventions will be measured with the Patient-Reported Outcomes Measurement Information System short form Depression - 8a. | Change in anxiety features The difference in the change in anxiety features between the intervention arms from before t,Yes,No,
Breast,ClinicalTrials.gov,negative,Easy - both flags green,NCT04856371,"Study of CYH33 in Combination With Endocrine Therapy With or Without Palbociclib in Patients With HR+, HER2- Advanced Breast Cancer",Yes,Interventional (confirmed via ClinicalTrials.gov API filter),,PHASE1,UNKNOWN,2021,INDUSTRY,228,Yes,"Dose Limiting Toxicities (DLT) Incidence rate of DLT in the first cycle (of 28 days). | Safety and tolerability Type, incidence, duration, severity and seriousness of adverse events (AEs). | Preliminary efficacy-ORR Tumor objective response rate (ORR) assessed by RECIST v1.1 | Preliminary efficacy-CBR Clinical benefit rate (CBR) assessed by RECIST v1.1 | Preliminary efficacy-PFS Progression Free S",Yes,No,
Breast,ClinicalTrials.gov,negative,Easy - both flags green,NCT03854617,A Study to Evaluate the Efficacy and Safety of Oral Navelbine in Female Patients With HER2-Negative Metastatic Breast Cancer,Yes,Interventional (confirmed via ClinicalTrials.gov API filter),,PHASE2,UNKNOWN,2019,OTHER,172,Yes,Disease Control Rate Disease Control Rate (DCR) is the proportion of subjects who have best overall response of CR + PR + SD with duration of ≥6 weeks. | Time to Tumor Progression Time to Tumor Progression (TTP) is defined as the time from randomization to time of progressive disease. | Time to Treatment Failure Time to Treatment Failure (TTF) is defined as the time from randomization to treatment,Yes,No,
Breast,ClinicalTrials.gov,negative,Easy - both flags green,NCT03775928,Compare Apatinib Plus Capecitabine Versus Capecitabine in Maintenance Therapy for Patients With Advanced Triple-negative Breast Cancer,Yes,Interventional (confirmed via ClinicalTrials.gov API filter),,PHASE2,UNKNOWN,2018,OTHER,80,Yes,progression-free survival Time from randomization to disease progression or death for any cause | overall survival Time from randomization to death for any cause | tine to progress Time from randomization to disease progression | Safety: Number of participants with treatment-related adverse events as assessed by CTCAE v4.0 Number of participants with treatment-related adverse events as assessed by,Yes,No,
Breast,ClinicalTrials.gov,negative,Easy - both flags green,NCT03822468,"Study of 2 Ribociclib Doses in Combination With Aromatase Inhibitors in Women With HR+, HER2- Advanced Breast Cancer",Yes,Interventional (confirmed via ClinicalTrials.gov API filter),,PHASE2,COMPLETED,2019,INDUSTRY,376,Yes,"Overall Response Rate (ORR) ORR defined as the percentage of participants with best overall response (BOR) of confirmed complete response (CR) or partial response (PR) assessed by local investigators according to RECIST 1.1.

CR: Disappearance of all lesions with lymph nodes measuring \< 10 mm. PR: At least a 30% decrease in the sum of diameter of all target lesions, taking as reference the baseli",Yes,No,
Breast,ClinicalTrials.gov,negative,Easy - both flags green,NCT05651087,Evaluate Efficacy and Safety of LACUDY for Improving Vaginal Environment in Breast Cancer Patient,Yes,Interventional (confirmed via ClinicalTrials.gov API filter),,NA,UNKNOWN,2022,OTHER,60,Yes,Change of Vaginal health index Female Sexual Function Index (FSFI) Quality of life assessed by Breast Version 4 (FACT-B) | Vaginal microbiome Take one cervicovaginal swab sample each,Yes,No,
Breast,ClinicalTrials.gov,negative,Easy - both flags green,NCT02658084,Vinorelbine With Trastuzumab Emtansine in Pre-Treated HER2-Positive Metastatic Breast Cancer,Yes,Interventional (confirmed via ClinicalTrials.gov API filter),,PHASE1/PHASE2,TERMINATED,2017,OTHER,2,Yes,Phase 1 - Maximum Tolerated Dose (MTD) of Vinorelbine in Combination With a Fixed Dose of Trastuzumab Emtansine. Identifying the Maximum Tolerated Dose (MTD) of Vinorelbine combined with a fixed dose of Trastuzumab Emtansine to be recommended for the phase II portion of the study (RP2D). | Phase 2 - Rate of Progression-Free Survival (PFS) Rate of Progression-Free Survival (PFS) in participants rec,Yes,No,
Breast,ClinicalTrials.gov,negative,Easy - both flags green,NCT02003560,Accelerated Partial Breast Irradiation With 3D-CRT and IMRT,Yes,Interventional (confirmed via ClinicalTrials.gov API filter),,PHASE2,UNKNOWN,2006,OTHER,90,No,late radiation side-effect Late radiation side-effects at 5 years scored by the RTOG (Radiation Therapy Oncology Group) EORTC (European Organization for Research and Treatment of Cancer) late radiation morbidity scoring scheme | cosmetic results cosmetic results at 5 years measured by the Harvard criteria | local tumor control Local tumor control defined as reappearance of the tumor in the ipsilat,Yes,No,
Breast,ClinicalTrials.gov,negative,Easy - both flags green,NCT00028873,R101933 Combined With Chemotherapy in Treating Patients With Metastatic Breast Cancer That Has Not Responded to Previous Chemotherapy,Yes,Interventional (confirmed via ClinicalTrials.gov API filter),,PHASE2,COMPLETED,2001,NETWORK,35,No,,Yes,No,
Breast,ClinicalTrials.gov,negative,Easy - both flags green,NCT01741883,Side Effect Prevention Training (SEPT) for Nocebo Effects in Breast Cancer Patients,Yes,Interventional (confirmed via ClinicalTrials.gov API filter),,NA,UNKNOWN,2012,OTHER,165,Yes,"Side Effects (General Assessment of Side Effects, GASE) Side Effects 3 and 6 months after the start of adjuvant endocrine therapy, controlled for baseline symptoms, staging, age, medication | Change in Patients Expectations (General Assessment of Side Effects-Expect/Cope, Gase-Expect/Cope; Brief Illness Perceptions Questionnaire, B-IPQ; Beliefs about medicine questionnaire, BMQ-D) Change in patien",Yes,No,
Breast,ClinicalTrials.gov,negative,Easy - both flags green,NCT06795503,Non-Inferiority Study on MRNA-lncRNA Model in Low-Risk Triple-Negative Breast Cancer Patients,Yes,Interventional (confirmed via ClinicalTrials.gov API filter),,PHASE3,NOT_YET_RECRUITING,2025,OTHER,1462,Yes,invasive disease-free survival (iDFS) Invasive disease-free survival (iDFS) is the time after initial cancer treatment during which a patient remains free from invasive cancer recurrence. It's an important measure in clinical trials to assess how well treatments prevent the return of cancer or the development of new invasive cancers after the primary treatment has been completed. | Distant recurre,Yes,No,
Breast,ClinicalTrials.gov,negative,Easy - both flags green,NCT00004900,Chemotherapy Plus Peripheral Stem Cell Transplantation in Treating Women With Metastatic Breast Cancer,Yes,Interventional (confirmed via ClinicalTrials.gov API filter),,PHASE2,COMPLETED,1999,OTHER,,No,,Yes,No,
Breast,ClinicalTrials.gov,negative,Easy - both flags green,NCT07071402,A Study on the Treatment of Early Small Breast Cancer With Ultrasound-guided Vacuum-assisted Excision Combined With Surgery,Yes,Interventional (confirmed via ClinicalTrials.gov API filter),,NA,RECRUITING,2025,OTHER,120,No,"The complete resection rate of the lesion in the surgically resected tissue after vacuum-assisted excision under ultrasound guidance The proportion of patients whose tumor tissues are completely resected by VAE confirmed through postoperative pathological examination, that is, the false negative rate of VAE | Incidence of surgery-related complications The occurrence of complications such as bleedi",Yes,No,
Breast,ClinicalTrials.gov,negative,Easy - both flags green,NCT05134519,RC48 for Neoadjuvant Chemotherapy of HER2 Positive Breast Cancer,Yes,Interventional (confirmed via ClinicalTrials.gov API filter),,PHASE2,UNKNOWN,2021,OTHER,20,No,"Pathological complete response rate (pCR) absence of invasive carcinoma in the breast and axillary lymph nodes, while residual ductal carcinoma in situ was accepted (ypT0orTisypN0). | adverse effects Serious adverse effect occur within neoadjuvant chemotherapy",Yes,No,
Breast,ClinicalTrials.gov,negative,Easy - both flags green,NCT07065435,RC48 Plus Bevacizumab or Pyrotinib in HER2-Positive Metastatic Breast Cancer After T-DXd Failure: A Phase II Study,Yes,Interventional (confirmed via ClinicalTrials.gov API filter),,PHASE2,RECRUITING,2024,OTHER,74,Yes,"Objective Response Rate (ORR) The Objective Response Rate (ORR) is defined as the proportion of patients who achieve a complete response (CR) or partial response (PR) according to RECIST version 1.1 criteria, as assessed by independent radiological review. Tumor assessments will be performed every 6 weeks. This endpoint evaluates the antitumor activity of RC48 in combination with either bevacizuma",Yes,No,
Breast,ClinicalTrials.gov,negative,Easy - both flags green,NCT00542542,Evaluate the Use of Paravertebral Block in Reconstructive Breast Surgery,Yes,Interventional (confirmed via ClinicalTrials.gov API filter),,PHASE3,COMPLETED,2007,OTHER,89,Yes,"Proportion of Participants With No Pain Immediately After Surgery Pain assessed using a verbal numeric rating scale (NRS) scored by numeric integers, with scores of 0-10 where 0 is no pain and 10 is the worst pain. Pain evaluated within the first hour, between 1 - 3 hours, between 3 - 6 hours post-operatively. Additional reporting planned for following morning (18 - 24 hours post-operatively).",Yes,No,
Breast,ClinicalTrials.gov,negative,Easy - both flags green,NCT05315687,Radioembolization of Metastatic Breast Cancer to the Liver as a 2nd/3rd Line Therapy,Yes,Interventional (confirmed via ClinicalTrials.gov API filter),,PHASE2,WITHDRAWN,2022,OTHER,0,Yes,"Liver and overall progression free survival (PFS) Progression of disease is defined objectively by Response Evaluation Criteria in Solid Tumors (RECIST) 1.1 using magnetic resonance imaging (MRI) or computed tomography (CT) and/or by positron emission tomography (PET) using PET Response Criteria in Solid Tumors (PERCIST) criteria. PFS will be estimated using the Kaplan-Meier method, and treatment ",Yes,No,
Breast,ClinicalTrials.gov,negative,Easy - both flags green,NCT03775213,Acceptability of Active Monitoring (AM) as a Treatment Option for Ductal Carcinoma in Situ (DCIS),Yes,Interventional (confirmed via ClinicalTrials.gov API filter),,NA,COMPLETED,2021,OTHER,322,Yes,"Number of Participants Who Chose Active Monitoring (AM). Presented to participants as a categorical item: active monitoring (AM), lumpectomy, lumpectomy with radiation, mastectomy. Recorded for analysis as binary: AM vs non-AM. | Number of Participants Who Found the Treatment Option Acceptable. Acceptability was ascertained using 1-5 Likert scale. Acceptability, asked in terms of comfort with a gi",Yes,No,
Breast,ClinicalTrials.gov,negative,Easy - both flags green,NCT06766708,"The Effect of a Self-Management Lymphedema Education Program on Lymphedema, Symptoms, Compliance, Daily Living Activities, and Patient Activation in Breast Cancer-Related Lymphedema: A Quasi-Experimental Study",Yes,Interventional (confirmed via ClinicalTrials.gov API filter),,NA,COMPLETED,2019,OTHER,44,Yes,The Impact of a Lymphedema Management Education Program on Symptoms in Breast Cancer-Related Lymphedema Patients Using Circumferential Measurements and Bioimpedance Spectroscopy (BIS) The impact of the Lymphedema Management Education Program will be evaluated on symptoms in breast cancer-related lymphedema patients using circumferential measurements and bioimpedance spectroscopy (BIS). Measurement,Yes,No,
Breast,ClinicalTrials.gov,negative,Easy - both flags green,NCT01394211,Neo-adjuvant Therapy With Anastrozole Plus Pazopanib in Stage II and III ER+ Breast Cancer,Yes,Interventional (confirmed via ClinicalTrials.gov API filter),,PHASE2,TERMINATED,2011,OTHER,2,No,Rate of pCR at Primary Site (T0) and Nodal Sites (T0N0) Defined as no evidence of microscopic invasive tumor present. Determined by pathology. Estimated with an exact 95% confidence interval. | Proportion of Patients Achieving Sustained Decrease in Ki-67  | Proportion of Patients Achieving Down-staging to a Pathologic Stage 0 or 1 ,Yes,No,
Breast,ClinicalTrials.gov,negative,Easy - both flags green,NCT03194399,Development of Personalized Health Care Service in Patients With Breast Cancer,Yes,Interventional (confirmed via ClinicalTrials.gov API filter),,NA,COMPLETED,2015,OTHER,11,No,Patient satisfaction change Patient subjective evaluation by survey on satisfaction | Physical activity change Physical activity measurement by step count | Functional outcome change (Physical)Functional outcome measurement by breast cancer patient questionnaire | Quality of care change Quality of care measurement by breast cancer patient questionnaire,Yes,No,
Breast,ClinicalTrials.gov,negative,Easy - both flags green,NCT00006369,ERA-923 in Treating Postmenopausal Women With Metastatic Breast Cancer,Yes,Interventional (confirmed via ClinicalTrials.gov API filter),,PHASE2,UNKNOWN,2000,OTHER,,No,,Yes,No,
Breast,ClinicalTrials.gov,negative,Easy - both flags green,NCT03783546,"Acupuncture for Hot Flashes in Hormone Receptor-Positive Breast Cancer, a Randomized Controlled Trial",Yes,Interventional (confirmed via ClinicalTrials.gov API filter),,NA,COMPLETED,2019,OTHER,84,Yes,"Change From Baseline in Mean Weekly HFS Score Between Acupuncture and Usual Care Arms at the End of Week 10 Daily Hot Flash Diary (DHFD) The DHFD is a measure of self-reported hot flash data that uses a diary to record the frequency and severity of hot flashes based on a 4-point scale (i.e., mild, moderate, severe, or very severe) to provide a hot flash score/index that reflects both number and se",Yes,No,
Breast,ClinicalTrials.gov,negative,Easy - both flags green,NCT06633601,MRI-Guided Ultrasound Stimulated Microbubbles Radiation Treatment for Patients with Chest-Wall and Locally Advanced Breast Cancer,Yes,Interventional (confirmed via ClinicalTrials.gov API filter),,PHASE1,RECRUITING,2024,OTHER,30,No,Safety profile of MRI- guided ultrasound stimulated microbubble treatment and radiation in patients with inoperable breast/chest wall tumours or LABC. The primary aim of this research is to evaluate the safety profile of MRI- guided ultrasound stimulated microbubble treatment and radiation in patients with inoperable breast/chest wall tumours or LABC.Number of participants with treatment-related a,Yes,No,
Breast,ClinicalTrials.gov,negative,Easy - both flags green,NCT02423902,A Study of Ad-RTS-hIL-12 With Veledimex in Subjects With Breast Cancer,Yes,Interventional (confirmed via ClinicalTrials.gov API filter),,PHASE1/PHASE2,TERMINATED,2015,INDUSTRY,9,No,"Number of Participants With Treatment-Emergent Adverse Events (TEAEs), Serious Adverse Events (SAEs), and Adverse Events Leading to Study Discontinuation Composite measure of safety and tolerability based on lab parameters, vitals, physical examination data and deaths, SAEs, and AEs resulting in patient discontinuation. Toxicity stopping rules when applicable will be determined based on a clinical",Yes,No,
Breast,ClinicalTrials.gov,negative,Easy - both flags green,NCT02506777,Neoadjuvant FDC With Melatonin or Metformin for Locally Advanced Breast Cancer.,Yes,Interventional (confirmed via ClinicalTrials.gov API filter),,PHASE2,UNKNOWN,2015,OTHER,96,Yes,Response rate Response will evaluate by RECIST criteria | Pathomorphological response Pathomorphological response will assess after surgery by Miller and Payne Scale | Adverse events incidence Incidence of AE classified using NCI Common Terminology Criteria for AE v4,Yes,No,
Breast,ClinicalTrials.gov,negative,Easy - both flags green,NCT00007904,Adjuvant Stage 2-3A Breast Cancer With Positive Lymph Nodes,Yes,Interventional (confirmed via ClinicalTrials.gov API filter),,PHASE2,COMPLETED,2000,OTHER,16,No,To determine the safety of administering continuous infusion paclitaxel with dose intense cyclophosphamide Paclitaxel 160 mg/m2 given over 72 hours by continuous infusion days 1-3 given concurrently with cyclophosphamide 700 mg/m2 daily for 3 day every 3 weeks cycles 1-3. Patients will be observed in the outpatient treatment area during the first 2 hours of the paclitaxel infusion for allergic rea,Yes,No,
Breast,ClinicalTrials.gov,negative,Easy - both flags green,NCT01106898,Cyclophosphamide and Paclitaxel With or Without Trastuzumab in Stage I-II Breast Cancer Who Have Undergone Surgery,Yes,Interventional (confirmed via ClinicalTrials.gov API filter),,PHASE2,COMPLETED,2010,OTHER,112,No,Recurrence-free Survival Recurrence-free survival curves will be plotted for subjects treated with stage I and II disease.,Yes,No,
Breast,ClinicalTrials.gov,negative,Easy - both flags green,NCT00581529,Partial Breast Irradiation Using Accelerated Intensity Modulated Radiotherapy,Yes,Interventional (confirmed via ClinicalTrials.gov API filter),,PHASE2,TERMINATED,2004,OTHER,34,No,Rate of Local Control at 5 Years The primary objective was to determine the rate of local control (the arrest of cancer growth at the site of origin) of cancer in the treated breast at 5 years following breast-conserving surgery and partial breast radiotherapy using IMRT. | Percentage of Participants That Experience Cosmetic Adverse Events (AEs) The primary outcome was to determine the rate of acu,Yes,No,
Breast,ClinicalTrials.gov,negative,Easy - both flags green,NCT00057993,Trastuzumab and Exemestane in Treating Postmenopausal Women With Metastatic or Locally Advanced Breast Cancer,Yes,Interventional (confirmed via ClinicalTrials.gov API filter),,PHASE2,WITHDRAWN,2002,OTHER,0,No,,Yes,No,
Breast,ClinicalTrials.gov,negative,Easy - both flags green,NCT04352777,Impact of Endocrine Therapy and Abemaciclib on Host and Tumor Immune Cell Repertoire/Function in Advanced ER+/HER2- Breast Cancer,Yes,Interventional (confirmed via ClinicalTrials.gov API filter),,PHASE2,COMPLETED,2020,OTHER,18,Yes,Changes in serum estrogen (E1 and E2) levels compared to changes in tumor immune cell repertoire and function in response to endocrine therapy and CDK 4/6 inhibition Estrogen levels in the blood will be assessed to correlate with changes in immune cell populations within the tumor. | Changes in serum estrogen (E1 and E2) levels compared to peripheral blood mononuclear cell repertoire and function ,Yes,No,
Breast,ClinicalTrials.gov,negative,Easy - both flags green,NCT01134497,Carboplatin With or Without ZD4054 in Patients With Metastatic Breast Cancer,Yes,Interventional (confirmed via ClinicalTrials.gov API filter),,PHASE2,WITHDRAWN,NA,OTHER,0,Yes,PFS (time to event) PFS (time to event) based on Response Evaluation Criteria in Solid Tumours (RECIST v1.1). Time from enrolment to any progression and/or death. Those progression-free and alive will be censored at time of last follow-up visit. | Safety Safety will be assesssed throughout the trial treatment and during follow-up. | Tolerability Side effects/tolerability will be assesssed througho,Yes,No,
Breast,ClinicalTrials.gov,negative,Easy - both flags green,NCT00674557,Exemestane With or Without ATN-224 in Treating Postmenopausal Women With Recurrent or Advanced Breast Cancer,Yes,Interventional (confirmed via ClinicalTrials.gov API filter),,PHASE2,TERMINATED,2008,OTHER,111,Yes,"Progression-free survival  | Safety  | Response rate (complete and partial response) overall and at 16 and 24 weeks  | Rate of stable disease for ≥ 16 and ≥ 24 weeks  | Response duration  | Clinical benefit rate (complete and partial response, stable disease) at 16 and 24 weeks  | Time (in days) taken after starting SOD1 inhibitor ATN-224 to achieve target serum ceruloplasmin level (5 to 15 mg/dl)",Yes,No,
Breast,ClinicalTrials.gov,negative,Easy - both flags green,NCT03613181,ANG1005 in Leptomeningeal Disease From Breast Cancer,Yes,Interventional (confirmed via ClinicalTrials.gov API filter),,PHASE3,UNKNOWN,2023,INDUSTRY,150,Yes,"Overall survival  | Central nervous system progression-free survival  | Central nervous system clinical benefit rate at 3, 6 and 12 months  | 6-month and 12-month overall survival rates  | Leptomeningeal carcinomatosis response rate  | Duration of leptomeningeal carcinomatosis response  | Overall survival in triple negative breast cancer patients ",Yes,No,
